t(s),x(cm)
0.0,-0.04212421582637324
0.0009318776873829568,-1.6231322446187946
0.0018637553747659135,-2.521140876601991
0.0027956330621488703,-3.7708375161486747
0.003727510749531827,-4.137633783155551
0.004659388436914784,-5.053245736362511
0.005591266124297741,-4.903623292979083
0.006523143811680697,-4.703257600585643
0.007455021499063654,-4.15831610112629
0.008386899186446611,-3.4647173063954164
0.009318776873829569,-2.29129357843688
0.010250654561212524,-1.472542262121554
0.011182532248595481,0.30129317565028785
0.012114409935978438,1.4545440766324464
0.013046287623361394,2.4371755265089146
0.013978165310744351,3.8416683181775446
0.014910042998127308,4.233877446801999
0.015841920685510266,4.8676655862431755
0.016773798372893223,4.9277104997043955
0.01770567606027618,4.599341903849091
0.018637553747659137,4.14726721079025
0.01956943143504209,3.382103377829729
0.020501309122425048,2.162244198022592
0.021433186809808005,0.8998589052937802
0.022365064497190962,-0.26413425756464154
0.02329694218457392,-1.5016614719705121
0.024228819871956877,-2.7033565977966023
0.025160697559339834,-3.440543725349142
0.026092575246722788,-4.252845878443109
0.027024452934105745,-4.928447406237287
0.027956330621488702,-4.689940098821038
0.02888820830887166,-4.749304572875792
0.029820085996254617,-3.917297286934236
0.030751963683637574,-3.353472509983896
0.03168384137102053,-2.214674898589002
0.032615719058403485,-0.8613695198044781
0.033547596745786445,0.353659188296956
0.0344794744331694,1.449883715441376
0.03541135212055236,2.7339223203419496
0.036343229807935314,3.7815898293161467
0.037275107495318274,4.244833718642528
0.03820698518270123,4.675126293918073
0.03913886287008418,4.888864068168744
0.04007074055746714,4.589593811246532
0.041002618244850096,3.9820905136543256
0.04193449593223306,3.180597769505673
0.04286637361961601,2.254023357231204
0.04379825130699897,1.0646887298273877
0.044730128994381925,-0.12934649611894072
0.04566200668176488,-1.7804758506803087
0.04659388436914784,-3.0810625886776846
0.04752576205653079,-4.013196357942327
0.048457639743913754,-4.602944555665466
0.04938951743129671,-4.841339363402034
0.05032139511867967,-5.092320710091166
0.05125327280606262,-4.6240063424509295
0.052185150493445576,-4.14115855251726
0.053117028180828536,-3.249465256619654
0.05404890586821149,-1.9007815043182217
0.05498078355559445,-0.8760338797584876
0.055912661242977404,0.4867806854761248
0.056844538930360365,2.0480959395560414
0.05777641661774332,2.8962533302778306
0.05870829430512628,3.9231604307992227
0.05964017199250923,4.51310858431503
0.06057204967989219,4.964811272492545
0.06150392736727515,4.69782152660454
0.0624358050546581,4.439124883326343
0.06336768274204106,3.8960675762411783
0.06429956042942402,3.0868655077587346
0.06523143811680697,1.9455539980485808
0.06616331580418994,0.9249599157551279
0.06709519349157289,-0.24857369018998593
0.06802707117895584,-1.6995154735684332
0.0689589488663388,-3.1214735639710316
0.06989082655372175,-3.755275428916488
0.07082270424110472,-4.239110314552778
0.07175458192848767,-4.735062956878095
0.07268645961587063,-4.711894564514446
0.07361833730325358,-4.438863446441337
0.07455021499063655,-3.833613307640981
0.0754820926780195,-2.596228167942606
0.07641397036540246,-1.6625759024932683
0.07734584805278541,-0.6069077399622386
0.07827772574016836,0.8067496488837159
0.07920960342755133,2.027654196798801
0.08014148111493428,2.8343490415436703
0.08107335880231724,3.8036785816922705
0.08200523648970019,4.516351525948618
0.08293711417708315,4.706092955925627
0.08386899186446611,4.801320384312149
0.08480086955184907,4.467500248875361
0.08573274723923202,3.648150899377877
0.08666462492661497,3.166574936453488
0.08759650261399794,1.8279411574198277
0.0885283803013809,0.5907235621420477
0.08946025798876385,-0.8905753289972953
0.0903921356761468,-2.0852778341697658
0.09132401336352976,-3.16735317464054
0.09225589105091273,-3.9323692038365325
0.09318776873829568,-4.493704791463125
0.09411964642567863,-4.941791578257797
0.09505152411306159,-4.805407873744373
0.09598340180044455,-4.513136539226705
0.09691527948782751,-3.5583242393988774
0.09784715717521046,-2.8538364089578527
0.09877903486259342,-1.4915585429870988
0.09971091254997637,-0.2882193537547607
0.10064279023735934,0.9241481506087513
